"GRID_ID","Mean_SWF","Mean_SHDI","SD_SHDI","Mean_Elev","Mean_Slope","Mean_Aspect","Mean_Temp","Mean_Rs","Mean_P","Mean_Soil_pote","SD_Rs","SD_P","SD_Temp","SD_Soil_pote","SD_Elev","SD_Aspect","SD_Slope","Mean_Bulk_Dens","SD_Bulk_Dens","Mean_Ca_Exg","SD_Ca_Exg","Mean_Clay","SD_Clay","Mean_Sand","SD_Sand","Mean_Silt","SD_Silt"
"AB-15",0.299267782248197,0.249696983948832,0.312014275889484,0.687319046884104,0.011011033810204,0.118323900180522,0.559781868023215,0.28368286059107,0.337754111036944,0.384891887894012,0.247763337829705,0.138830046966546,0.325010265222946,0.399651790580239,0.386574027320037,0.606292233993058,0.261050417180643,0.590599597101898,0.519426241995088,0.302227360700706,0.102404649497291,0.628992310195299,0.250369750429529,0.332327772244879,0.0603139527130037,0.571235672478729,0.368223492400622
"AB-16",0.258125740759559,0.336021828095892,0.348204002017842,0.313644565760366,0.166730868382844,0.102299967219371,0.0560995363206665,0.506147404004179,0.0920787512287066,0.268355696611071,0.536684314462047,0.28101235281333,0.135853879269729,0.221807743603282,0.183587097027815,0.453362961916328,0.407461972364883,0.602424499172173,0.152387586032421,0.787996456482028,0.437585349416337,0.39798667015046,0.373210356417016,0.524321231955828,0.22860907755591,0.350353668614778,0.413499559663457
"AB-17",0.164500501249209,0.3528591878984,0.301887492838821,0.162810926521694,0.485646269488928,0.280140821627018,0.187132591152471,0.241842681783143,0.289364150575087,0.275380484385174,0.225243268751443,0.274856870301175,0.243043353803364,0.30379596339009,0.0735252518002977,0.31794141539083,0.284337787479459,0.476887958752819,0.288081460044319,0.645861970192081,0.389362723993801,0.371867820199157,0.420261723737046,0.423245122937244,0.315970774270667,0.504218560844418,0.26871699540399
"AB-18",0.573594441235018,0.452239651706962,0.73448481971706,0.387144640348738,0.849075326720081,0.0825581258948562,0.814906478904313,0.558696322776003,0.836631020463047,0.479831871441967,0.332820875665342,0.240648843506028,0.0328783053376038,0.848344266096754,0.694009073596209,0.422485384915996,0.81492250889041,0.723468113634241,0.122137249494966,0.156898487701634,0.100174924256489,0.112318152851779,0.219524718695194,0.0401002288087036,0.255752079271443,0.275703941697812,0.222295283980539
"AB-19",0.0654756667783156,0.752567925226045,0.549199492629195,0.318435658498236,0.197614260838296,0.168956319996238,0.00486825261268662,0.297083161749478,0.317616016912257,0.294181350365174,0.192633358184802,0.00516155121124215,0.0115855638198196,0.246293911126905,0.0393191247743504,0.222863046507635,0.0357912085452613,0.773686423246074,0.138318058712192,0.344937188176758,0.0622961346490799,0.252273908215554,0.338765169717858,0.0139460635251796,0.0466308966788578,0.47713619690633,0.412297529703603
"AB-20",0.119801016464735,0.64804486218255,0.54539972518739,0.347801356664942,0.377166650906424,0.175641189820507,0.0729587189672655,0.360144771541407,0.0432644145245911,0.205983623081245,0.0586347735350254,0.15420711233818,0.0623591022055472,0.0488875272559882,0.240005799546019,0.159134358439328,0.0875945750215719,0.316892908611915,0.105628887160392,0.316528034674018,0.178505007208222,0.150093770364566,0.0306882656230541,0.256978896713375,0.424210746075783,0.474228294573102,0.169056877464522
"AB-21",0.0865431556408607,0.323438838576183,0.337240231259558,0.395968797984127,0.435292423497971,0.28273640469029,0.831510861781928,0.341487038357095,0.594441017509589,0.385803693057179,0.210880164111776,0.029003981982196,0.0256384539666617,0.532156737611117,0.518806916743606,0.153745530090611,0.428123535938983,0.644719560381673,0.0684121709210253,0.165624647006242,0.248841501629105,0.190994796176265,0.24769634687938,0.27415798718798,0.03277537316043,0.397285230551488,0.435270431051222
"AB-8",0.161859689073324,0.121302088528935,0.167042013309479,0.348851102558411,0.241698333784916,0.592879514612348,0.685437181734212,0.42016127034315,0.577717664762697,0.195997296124064,0.174820512770337,0.0376513068355516,0.161134462930664,0.510830808195913,0.160776234016298,0.408099354602616,0.148017855599338,0.818548725597964,0.739138328295293,0.456280012581473,0.809871290218751,0.512185943548889,0.321444631227417,0.278516938585218,0.661947375497328,0.397695503283731,0.406193108103058
"AB-9",0.455840865475662,0.365720306503322,0.517546572264474,0.627415506158124,0.432721942825964,0.496984036744515,0.727081299765692,0.158583472116632,0.436750967132042,0.237643832685811,0.0216817030674873,0.247796578114476,0.145459069346339,0.312201007048738,0.599659793716692,0.494128706007918,0.292471464539461,0.707409873640746,0.175660142186454,0.641682885912428,0.650836075033976,0.627155453750394,0.423169653114571,0.132328600876788,0.545936743899883,0.713464617157754,0.635737858953346
"AC-10",0.201715549396096,0.537027179860103,0.489770047823405,0.783838345266867,0.0759684732282528,0.540447402447244,0.576858011853486,0.320413889022891,0.587869564459576,0.102337719833832,0.195954859027893,0.364897570041055,0.308573175428303,0.541910035455596,0.652177959813435,0.496365624205725,0.394259348706817,0.63202198900564,0.373642549631969,0.150426042488003,0.0627022303581044,0.593279441482433,0.64491138331691,0.700098276988825,0.458590426751236,0.749080380961873,0.622039562405466
"AC-13",0.085345342655534,0.200503587745769,0.244543550262872,0.484147421102881,0.303365797055521,0.43144141456477,0.227458338729024,0.0626613636472058,0.595352518576294,0.302186192745473,0.0749851669842834,0.15287651902936,0.0426420007771054,0.621786269887476,0.516366248717069,0.61469927049701,0.421280837447526,0.670039872560867,0.261538579118529,0.303077619168478,0.388367061792288,0.197900334292267,0.253708785402042,0.417955045065752,0.00203074156423001,0.800594148096718,0.68119938508902
"AC-14",0.195103813256795,0.0318970788219188,0.133768458027761,0.556947909756485,0.132706687856495,0.545065266452794,0.664435383577178,0.0965888988289017,0.0535538964013307,0.228322761591621,0.254631670327557,0.0413430072776917,0.113273276648469,0.0888754614522479,0.1845690774054,0.256161529761622,0.294372358559393,0.439169404090023,0.495562192310523,0.0800364228307845,0.500261710843786,0.396292820538167,0.350396518295048,0.0941124518221435,0.214298552677066,0.321125569114106,0.237240769342756
"AC-15",0.181334350323847,0.327243938626172,0.0824623258387869,0.302365698265255,0.16639770338091,0.149647905075861,0.326394845931941,0.182819889546424,0.450736692469409,0.269220481591255,0.321075222722585,0.117657677818514,0.261153142309327,0.355855770348586,0.274301193125853,0.337000231957699,0.237226073352553,0.544104026705681,0.126497070009319,0.307352599431754,0.00685348867896089,0.305627735854661,0.206964774122369,0.310039798379144,0.155935819207105,0.263581373272823,0.0969537134169727
"AC-16",0.238298476514361,0.310404577595409,0.305795260470198,0.28875441116429,0.0284176392053855,0.454895199871195,0.336283235912083,0.144625539890715,0.351243028908741,0.297964474321475,0.148717259734805,0.265053723415882,0.158160602163577,0.330257256848776,0.195822177450222,0.379824490567843,0.328070095845377,0.589680405503496,0.247115581732126,0.406394966182368,0.0604340532739019,0.318149577956945,0.401048836370965,0.405520455795343,0.309769698064369,0.563227918621545,0.125128034649215
"AC-18",0.262365834545291,0.142498571812571,0.173329735019118,0.135390304961255,0.436882751248219,0.445745245563972,0.573774965310334,0.423478019298993,0.293432435922234,0.335899639172336,0.0327398848177189,0.156545816501609,0.188046381944977,0.231614219829709,0.133147336667278,0.28732303082944,0.00581830871421248,0.468931199579345,0.0555245342071117,0.53078481576442,0.0861240547444526,0.249795257279478,0.249194406316378,0.288684204334125,0.0973399165190377,0.368591234425778,0.259559045931121
"AC-19",0.202912299867018,0.124207865290383,0.161936270459773,0.108427464685571,0.222501024129175,0.335793989887281,0.282738529328377,0.252813573384842,0,0.217741408199208,0.244687404752377,0.209745412584701,0.188565033087608,0.31250326322984,0.110278567603081,0.167846274570625,0.0589421197554726,0.498233558213512,0.124565967902418,0.0998072270495261,0.00363521704914391,0.155888829411905,0.121534322034881,0.255368003297341,0.367075015835272,0.140431612394017,0.292904337465472
"AC-20",0.0595250107635916,0.746592951774249,0.239768014181398,0.368582719454454,0.253910325716569,0.302692311246915,0.383879487151852,0.470262282176267,0.570661703325246,0.275293372020644,0.118630730812993,0.0156137161102404,0.0649855568861473,0.294018163829575,0.021660668068357,0.138019376201161,0.110292317746744,0.576405092942354,0.354870479770824,0.304247973960887,0.144626294955258,0.317244141250044,0.169198137790138,0.358667215432156,0.0778739354593977,0.0599277981743639,0.48869488217977
"AC-21",0.0594810464488147,0.0765876107545537,0.238883745399704,0.35524985922718,0.430922399894725,0.00948061093202549,0.323927024406417,0.21471943639168,0.11558373270741,0.302769236998555,0.050269789837074,0.0445981150232263,0.00165418679941623,0.301033287320244,0.186059897362293,0.0572462203718895,0.16611491826385,0.644357056290483,0.0937411972368669,0.27677615506639,0.203249734902057,0.278162291635945,0.153149590272372,0.253268346336349,0.0012729379934941,0.454446429106835,0.343904672691347
"AC-22",0.0801965573519039,0.314576781419862,0.0598406640706286,0.429359204743835,0.746971489687023,0.211077245229515,0.592133225541816,0.201084352814103,0.121871597986372,0.26480192149562,0.150657560008298,0.244706337335708,0.770688980472339,0.477674328542121,0.596817236322637,0.0288411028430561,0.593242818651976,0.702934585294943,0.0880835774805317,0.141819276078969,0.138867626568375,0.536487696806866,0.096230218602448,0.298547719703035,0.00696996070205343,0.187469941938943,0.255018161635808
"AC-8",0.31585906255983,0.194215861456803,0.341913384411539,0.723017055580117,0.632079435695568,0.130613386228118,0.565497198662407,0.314124682688472,0.56215731218768,0.144646828202848,0.0938643597308283,0.187159703225141,0.220405718497751,0.676436065427503,0.280326469970607,0.463454464428097,0.267375303869043,0.7087196763361,0.516348174354197,0.49872905605018,0.686139410338253,0.67561125374557,0.341108432111304,0.304036088524355,0.500967491266446,0.374659336762258,0.0315645513604498
"AC-9",0.389162628885775,0.190707282134782,0.490205038899415,0.699192819006216,0.357146274072154,0.384119561125221,0.615625975319928,0.200779863326189,0.602850552703486,0.194847829046735,0.252425241509309,0.164504449692558,0.108841100709567,0.492541344662918,0.587157930658186,0.500580539817917,0.230100681421976,0.641682168540354,0.707195042034779,0.501679030170044,0.563062245995051,0.65418562652188,0.344271809895578,0.428721935119815,0.450232925488768,0.474408739399054,0.10400863388769
"AD-12",0.0673605799765042,0.11711345170447,0.0484088708894623,0.790450222409325,0.642993237892792,0.11856855435337,0.821751584172376,0.648935594554661,0.833355720872329,0.562972341723365,0.332668908235864,0.376944316095548,0.0353942729323576,0.887867098271541,0.533440500346272,0.509570420018198,0.890884373307602,0.788040007980239,0.205552303333829,0.453401376965381,0.300727859598102,0.325824087880831,0.734336333466644,0.444339465366588,0.58640853437892,0.566706721007872,0.752187156021751
"AD-13",0.0646206297219923,0.113032582048639,0.0600984943848522,0.812021099966883,0.716037245777403,0.428506043268565,0.732105114436854,0.689362415524615,0.783366261726636,0.391170469371346,0.104301069711337,0.042460121481147,0.084721760946568,0.829174081870928,0.735607663838845,0.046543652564871,0.782548528138649,0.746750736898893,0.0810877916434477,0.0906349379894351,0.256185115501073,0.551870995271072,0.681358337235793,0.364919670540349,0.249356622091441,0.263995389106554,0.68094712552599
"AD-14",0.0229456215839389,0.0526630850596884,0.321779136971749,0.554238382621229,0.127747887746335,0.46848951940911,0.281061768073343,0.493509368479696,0.0135500686358981,0.186026574022856,0.275337797702797,0.0058960080893487,0.13363434524076,0.454025578999699,0.164159558310348,0.271616779619512,0.036081893903138,0.330412934841412,0.505747687912726,0.514820971295136,0.699119583307156,0.404723993630984,0.531190639102199,0.139376278034139,0.371065675395339,0.279525601790486,0.0156825348641391
"AD-15",0.194019874511699,0.0358142705250223,0.119839574190163,0.425593182010839,0.152951998095516,0.400008384078873,0.486864252867582,0.716648509615135,0.0030227215386715,0.252114313821184,0.268205299666869,0.217181899652798,0.150194572238109,0.41198070611222,0.0315915594030883,0.160872168322375,0.0435248539166334,0.384103879166132,0.0170126465751486,0.439339553437466,0.362645347225188,0.252743036691698,0.105297718852129,0.29718222675798,0.0615583742274377,0.243639748994159,0.145399302542482
"AD-16",0.098074977498279,0.213048151084371,0.158321264292706,0.314204431045503,0.300989334231921,0.160094587981826,0.326749118155312,0.0857430356364377,0.228884520653939,0.132395632533238,0.121830218840071,0.148744902857619,0.314602407967578,0.801612877123234,0.102951925663,0.116809170747165,0.0355947513234007,0.543398155037289,0.125280842777867,0.449002602649937,0.376906882532151,0.256710540074955,0.20562107277285,0.195716677736996,0.111765323492345,0.372465923364842,0.129559999019424
"AD-18",0.108718271745512,0.0672480488269553,0.258420277439345,0.492531355890215,0.022763133945272,0.150383434031396,0.226739432776283,0.303180862825639,0.325264354066386,0.187898859611877,0.0553983000470044,0.0443452451423143,0.0864303982014222,0.705835393268933,0.26829164693203,0.176888630069635,0.0604182179603357,0.752586311616873,0.494081570832667,0.254629672633336,0.138150510960007,0.290174711576692,0.0695882894287133,0.0261562711269178,0.135431404560785,0.30615421284865,0.216004556549152
"AD-19",0.115745346001099,0.170037184171316,0.243167422991912,0.342071073280272,0.282796576519225,0.451121146265312,0.126121148703942,0.166192698969777,0.279996322050106,0.383546083337304,0.296257810481355,0.271433036725111,0.276476089605553,0.265084348353027,0.0297006253357308,0.327262242655652,0.24974737380652,0.484271041952762,0.184248178004002,0.434298624541071,0.255934827429811,0.0215756887666874,0.249407194705195,0.503701670869879,0.25804437830639,0.373954796856028,0.278794452386847
"AD-20",0.153384775358286,0.780267744324167,0.472667499211386,0.260309705477602,0.205566624281579,0.259460328858037,0.166420474676223,0.375769421695261,0.316357726476609,0.367051906160546,0.180451249614912,0.0357070446624491,0.160591515692917,0.0852276751276882,0.264808901439846,0.0905509077742785,0.13615980152652,0.653158309416707,0.0288122898743404,0.18997537290785,0.154528974663629,0.48121282915205,0.164278184429179,0.0696967629066628,0.113646867068655,0.295623205156466,0.359194946359772
"AD-21",0.259749694426652,0.179089586051587,0.11732988595624,0.378242375048006,0.174040739688123,0.174268068302591,0.414642234500985,0.149963829734786,0.403758825063487,0.0737876871009754,0.176473503212534,0.224577743526665,0.137045173314809,0.476811524561026,0.278777356959145,0.27750497595322,0.0891942096720384,0.536361533861437,0.413922502562595,0.00408448867662507,0.367767658751058,0.182236918913529,0.0428182159990687,0.172570328341897,0.235572790395701,0.125599559187835,0.211197308876527
"AD-22",0.108915229212204,0.33073571484203,0.290780295785319,0.376572129921005,0.643683775727121,0.140194542272379,0.778857154452581,0.404671253574377,0.367700960653635,0.399966421257785,0.205035075355925,0.287633976330585,0.268181078320456,0.452250326165075,0.627441317385164,0.100290808788071,0.54921477456563,0.579545461554279,0.283202843153606,0.17656929067702,0.254624308187618,0.473501719583269,0.338151572770953,0.105948195062876,0.264249664212874,0.179039970157871,0.0533529078166962
"AD-23",0.198763672279219,0.30849530905984,0.149542529698506,0.227609968210952,0.450654801530299,0.162032218985292,0.700237498094639,0.616754076295259,0.240859197136129,0.180533288021891,0.326292148946587,0.0732086311905358,0.182618175344305,0.159857417094153,0.183805911335387,0.0236568668331659,0.0593271677487165,0.635635187719912,0.0670298496776205,0.376993639615312,0.25136884983541,0.196613076292943,0.0343790822211617,0.0240967394165849,0.142256399421955,0.301435678819119,0.196152482527007
"AD-24",0.0909498596185138,0.139979699975038,0.356491022633538,0.316580868466355,0.13294985585634,0.178802995845015,0.892559598251917,0.436459100542943,0.286511823095379,0.405345609548113,0.267650188483643,0.295056431401884,0.332476855008299,0.272307419505359,0.448632943005619,0.208689108923596,0.354231622319378,0.476415356514616,0.221420517221815,0.375729714839809,0.245737860243387,0.0370264447401554,0.146990794892134,0.212677985337581,0.172297732761513,0.207413143549955,0.472626038711709
"AD-25",0.0393291903134841,0.438730103958822,0.459716275760255,0.180616558711319,0.0937910723816497,0.0943192400773018,0.478220354050839,0.449343000661481,0.627703267038065,0.372791939709412,0.0958030611711561,0.190150462685712,0.0635063282939119,0.517315672532047,0.237101667188404,0.308136628962655,0.356640524888418,0.719208372090261,0.252302450896584,0.268987259155332,0.201430402845004,0.577927178521866,0.719154585520987,0.524660499412253,0.527093359857371,0.677967199828698,0.677233259470928
"AE-12",0.220550284104577,0.569409476362739,0.1408484197071,0.551540681434128,0.546723473310181,0.355549339295855,0.0303509084690507,0.102206518860705,0.455697016362472,0.372437896145375,0.111015858058365,0.275757604739916,0.244459985743903,0.651593368313805,0.618154558862797,0.188101208453428,0.135168586360865,0.661813194279343,0.371371452259901,0.261407898071078,0.0507705480621446,0.61680988120344,0.691865745110368,0.66812101176731,0.0107029027080171,0.630755067745897,0.693296530307675
"AE-13",0.376763956116584,0.292524965621517,0.136059112464108,0.766285794611855,0.239223675559126,0.00205892691439233,0.600543875151341,0.101276253587954,0.123631313581093,0.23053702814205,0.148938665230075,0.081954187744898,0.0112312735578441,0.608820795501578,0.261640620332124,0.388616486361195,0.187199979396775,0.837324813471867,0.759425878318801,0.45597459486538,0.820247348880173,0.335704305571126,0.196335078908055,0.0989480621121305,0.249238206462518,0.244115760543548,0.306414882032963
"AE-14",0.0423363750974542,0.347015789274643,0.332699531216396,0.34673730164389,0.0628024852153616,0.208520462481855,0.116681999638951,0.169481668987363,0.161176825568,0.318394606618806,0.128465444354281,0.157016898998548,0.304794640478491,0.368747431194447,0.308868273265182,0.376265396322091,0.253890447746964,0.621753569424656,0.42620517886206,0.61476583329294,0.734137383358032,0.252046394688217,0.419296701825819,0.360548102097188,0.10402046669525,0.439874347060995,0.318903782138045
"AE-15",0.143450164630908,0.130164666224537,0.238765138493984,0.346758958291155,0.320980040531781,0.324527759476999,0.131065154589943,0.676945330154158,0.141308302375966,0.297457370896775,0.427493367764533,0.201747187393216,0.179276803989409,0.268095968349876,0.186871926571555,0.170680489790769,0.221402602479841,0.477153321188863,0.141112125443328,0.451829651964828,0.37491888079802,0.221975610436473,0.322067503681098,0.293784322141775,0.279832149778708,0.694902623697301,0.717525178325961
"AE-16",0.0551979438207479,0.174176125292584,0.121030163052112,0.524383073503344,0.360836213236203,0.211704431499055,0.585052809092421,0.280332373305749,0.705609981546656,0.172745973557854,0.0832792102611602,0.155573087719952,0.2222633101004,0.669413779134709,0.398051043275159,0.43759734959743,0.411939085748164,0.658678862750936,0.331920875745665,0.204908992918171,0.0101987895858046,0.67256396022186,0.740475563935624,0.216028631939467,0.265319885066665,0.570450965684708,0.701728485356402
"AE-17",0.697736451698708,0.345727629499512,0.659578921127217,0.542199952929135,0.252163551673671,0.39995560737299,0.66193232985656,0.407085190762562,0.693491395503413,0.0686457536786438,0.140794024051099,0.2317649115793,0.0106103919896117,0.721939314345511,0.218831777683019,0.460938216726436,0.341579402676933,0.644310164606869,0.308632912722878,0.0010984807941279,0.040798893133443,0.449462823792181,0.752045756998218,0.0184238699484918,0.469825626164439,0.660213775827804,0.71846200556669
"AE-18",0.111921736885952,0.062976275988132,0.130319424676802,0.0502159251185159,0.246460001140339,0.052484047555264,0.405905980896536,0.226579968753847,0.203439929116672,0.193481790042738,0.282867532303644,0.117601980755669,0.0263825124324958,0.326708977898631,0.269538302770998,0.0833901607269918,0.138399924961463,0.357399228651265,0.262608332437231,0.226977457221164,0.238571908065036,0.0873481344017626,0.0196866603985295,0.217628196982717,0.101634383385251,0.269068615451874,0.15049602665839
"AE-19",0.0653065555587007,0.053491052062183,0.228467933937129,0.283024448401755,0.415353954948965,0.318979252869578,0.343587672560192,0.262858762039537,0.287774159681563,0.368473234469778,0.323466106345475,0.0749335973686572,0.0206659458395528,0.422958672782696,0.154422716203253,0.118935807235824,0.0908249830083518,0.760440552568761,0.207613806833069,0.237836961975843,0.0655776834412577,0.453144688063769,0.294614809615705,0.202110092238339,0.0249863507623742,0.221132428560616,0.290732374716954
"AE-20",0.0542393610292814,0.245111922689799,0.0369024092992134,0.312141857153434,0.440407345989476,0.378184935096765,0.483207392089807,0.458689389048541,0.338286561134925,0.022032992591803,0.286469154159259,0.211491557596775,0.0972523942355285,0.371275195643118,0.307542601310915,0.0276523462552238,0.0378616485152364,0.535478747288771,0.161918575728087,0.111894614730136,0.316597645741684,0.0384765076930221,0.413852553210372,0.139160040810638,0.199425408829904,0.343476876839143,0.287807569448983
"AE-21",0.137125071495342,0.1607096321172,0.0342764903907385,0.357466285737349,0.0641882812076339,0.299337448172566,0.182251919874868,0.312401386327747,0.201850553130535,0.14754557983105,0.0759803496690912,0.163910415012867,0.0725381047774296,0.326473315259003,0.1036065278553,0.0999275727853354,0.0789738706117556,0.553710007076034,0.141845201157533,0.252626117591552,0.210438724933201,0.414445684598354,0.0172279129896471,0.126124089463707,0.0781120027766727,0.268095404495934,0.0999494613979802
"AE-22",0.0380577204564865,0.0394920776530022,0.350487761278843,0.399639700127294,0.694478704847846,0.219084138482592,0.626220616036616,0.164762975510949,0.357530519625591,0.146451379019533,0.0939738289243352,0.0603250074543148,0.00163709491923486,0.454057492306528,0.338327326670169,0.170134369494846,0.707482726121438,0.685733364077889,0.127734929480271,0.252406112849,0.127893989289195,0.165867105763186,0.0868758689953884,0.280886625091115,0.154280695321726,0.0790122387604454,0.165867882792612
"AE-25",0.0210886413866768,0.219959200052375,0.1962042207762,0.234956580204496,0.335930074397903,0.401227561174214,0.415039682670795,0.236192274898208,0.535253131071165,0.340706999381096,0.296363231201264,0.132558499593703,0.0924434518549137,0.323818633767324,0.0169388559242275,0.214061416018651,0.120029718456508,0.617080812497974,0.186981841709838,0.410825784690529,0.253885920554895,0.186616657856443,0.195221914469673,0.383486146469953,0.0389112323500443,0.513054512310192,0.170788354300376
"AF-10",0.0821651448580696,0.266707423650398,0.307976410866783,0.772958510269406,0.378385622836167,0.105701522740613,0.658919148061264,0.493480556243034,0.650957485891326,0.414705730885257,0.480590213332904,0.219667942376372,0.0170292991719403,0.833120645440786,0.155754615719009,0.393334183465925,0.319922816185229,0.63493139667469,0.132236463205664,0.367857000251886,0.18092630758907,0.529776026690717,0.729227089568723,0.493699281249792,0.287447278485509,0.668427100157694,0.660781383141596
"AF-11",0.00408871042866414,0.0165597118091434,0.267812142014078,0.810134873165624,0.67734971209424,0.00722685941506495,0.701978512900393,0.51273056271779,0.665116822816675,0.384217064002487,0.0622057718897365,0.143773120964697,0.0961304224157447,0.726899120778577,0.703469520238328,0.547026205899897,0.285885988631835,0.703819354689716,0.207313756246908,0.10725507619699,0.0270343198384262,0.658362395044735,0.67590431659674,0.527356496866973,0.373634860295471,0.757515646340152,0.540164270500127
"AF-12",0.0355340238438566,0.0362356433138363,0.135268336953412,0.854436052939002,0.672356565313564,0.234644060129208,0.705848970503538,0.474408277645085,0.722045370879137,0.443279109042549,0.110969604868095,0.245065664139085,0.106601632262543,0.82305589595855,0.519038442556291,0.409983396947832,0.28334420585784,0.778760993763467,0.200674986650137,0.336373863420496,0.00760435405712393,0.635321070329838,0.675947424646583,0.522672919086013,0.0365455003250698,0.545130312397614,0.670331749023836
