GRID_ID,Mean_Biomass,SD_Biomass,Mean_SWF,Mean_SHDI,SD_SHDI,Mean_Elev,Mean_Slope,Mean_Aspect,Mean_Temp,Mean_Rs,Mean_P,Mean_Soil_pote,SD_Rs,SD_P,SD_Temp,SD_Soil_pote,SD_Elev,SD_Aspect,SD_Slope,Mean_Bulk_Dens,SD_Bulk_Dens,Mean_Ca_Exg,SD_Ca_Exg,Mean_Clay,SD_Clay,Mean_Sand,SD_Sand,Mean_Silt,SD_Silt
AH-16,560.11,18.63,1.21,1.49,0.9,412.84,21.17,171.97,0,0,0,43.79,2.06,0.13,0.29,1.04,38.74,88.66,13.13,1.0689,0.6145,16.447,16.49,26.894,27.797,23.414,21.079,38.278,31.389
AH-17,543.8,55.74,0.47,1.39,0.85,384.88,23.67,134.49,0,0,0,64.5,1.98,0.27,0.68,0,40.65,97.99,17.1,1.0387,0.6117,15.588,14.741,25.67,27.536,22.832,21.057,40.798,32.679
AH-18,614.09,242.11,2.9,1.39,1.28,316.74,16.85,180.79,0,0,0,70.03,0.53,0.18,0.37,2.62,37.47,60.28,10.74,1.0773,0.6131,14.996,13.789,25.63,27.392,22.501,20.543,40.606,32.619
AH-19,541.12,241.09,5.26,1.41,1.24,278.17,22.65,226.92,18.87,281.66,1.31,67.19,0.81,0.17,0.24,3.28,42.32,103.98,16.78,1.1138,0.6055,14.503,13.475,26.816,28.559,22.96,21.319,39.398,32.306
AH-20,560.43,195.14,1.56,1.49,1.29,329.36,35.53,207.39,17.55,273.97,1.57,32.67,1.47,0.21,0.34,10.2,36.08,94.5,20.03,1.0914,0.6064,13.55,13.224,27.202,28.863,22.043,20.246,39.845,32.447
AH-21,519.49,257.93,2.51,1.61,1.32,228.39,23,166.96,19.01,269.33,1.17,55.99,0.51,0.15,0.27,14.05,43.77,77.17,20.6,1.1296,0.6051,15.59,15.131,27.795,29.502,20.333,21.109,42.422,33.979
AH-22,530.36,253.16,3.43,1.54,1.41,219.67,18.61,222.46,18.38,259.58,3,61.84,1.72,0.19,0.3,12.91,40.44,118.53,21.13,1.1189,0.6045,16.602,16.189,28.677,30.373,21.452,22.907,41.375,33.815
AH-23,579.94,271.95,4.88,1.52,1.33,311.72,25.07,210.31,18.19,274.98,2.54,50.04,1.04,0.2,0.15,20.14,37.06,118.23,15.95,1.0969,0.6184,15.409,14.999,27.354,29.142,20.384,20.626,42.295,33.532
AH-24,598.31,259.74,0.92,0.94,0.77,316.33,17.41,180.15,0,0,0,69,1.05,0.17,0.15,2.6,20,94.55,12.2,1.1078,0.6219,15.515,14.637,27.351,29.294,20.031,19.999,42.47,33.57
AH-25,531.54,295.63,0.9,1.06,0.91,297.75,15.1,200.21,16.88,271.78,1.54,62.34,1.08,0.06,0.11,14.81,17.61,105.87,12.33,1.1673,0.6194,16.919,15.934,28.029,29.639,19.965,20.562,42.389,33.691
AH-26,527.03,268.76,2.33,1.16,0.87,289.35,11.7,162.19,17.75,266.64,3.51,48.44,3.68,0.25,0.39,16.12,16.34,97.23,7.74,1.1642,0.6158,16.593,15.55,26.668,28.463,20.951,21.227,42.765,33.653
AH-9,604.62,42.19,5.54,1.29,1.14,630.38,18.36,188.98,0,0,0,0,1.81,0.36,0.11,0,35.22,76.34,12.27,0,0,0,0,0,0,0,0,0,0
AI-11,594.92,29.88,4.38,1.31,0.92,587.84,31.25,91.96,0,0,0,45.27,2.82,0.04,0.15,2.21,101.26,78.96,18.54,1.0394,0.6299,19.276,19.388,26.905,27.167,21.863,19.855,39.714,31.119
AI-12,604.31,70.73,4.95,1.37,1.19,502.19,30.87,137.77,0,0,0,44.97,3.03,0.34,0.21,1.95,63.15,71.36,18.3,1.0722,0.6337,19.198,19.179,26.816,27.503,23.21,20.449,38.388,30.671
AI-13,536.04,189.02,3.06,1.25,1.14,480.76,19.48,117.23,0,0,0,45.41,1.51,0.22,0.08,1.89,45.37,85.47,13.13,1.0585,0.6329,18.851,18.475,25.582,27.213,25.256,22.183,38.464,30.996
AI-14,533.63,119.06,0.66,1.27,1.04,454.93,25.43,132.73,0,0,0,46.87,0.94,0.22,0.24,2.68,40.67,106.3,14.25,1.0635,0.6278,16.863,16.485,26.044,26.944,23.628,20.659,39.004,30.857
AI-15,565.32,184.73,2.28,1.4,1.29,425.76,20.36,146.23,0,0,0,45.27,1.13,0.29,0.32,1.99,36.2,70.69,11.81,1.1033,0.6207,17.188,16.671,25.905,26.686,22.937,19.882,39.096,30.767
AI-16,514.01,247.79,2.37,1.4,1.31,351.96,14.42,160.23,18.63,243.66,2.85,55.03,0.49,0.22,0.19,10.29,23.29,81.12,9.91,1.088,0.6154,15.414,14.501,25.75,27.587,23.481,21.368,39.792,32.135
AI-17,574.22,248.5,4.75,1.43,1.37,300.42,13.53,162.68,18.91,255.45,2.68,63.02,0.94,0.24,0.34,11.31,28.1,85.83,10.01,1.0901,0.6157,14.812,13.463,25.473,27.248,23.364,21.488,40.446,32.163
AI-18,590.21,264.57,4.33,1.31,1.19,323,17.45,217.16,18.76,274.18,2.45,68.25,0.2,0.14,0.44,2.6,27.23,116.26,11.25,1.1099,0.6092,14.87,13.959,26.798,28.179,20.875,19.801,40.725,32.94
AI-19,551.27,178.7,2.44,1.49,1.25,307.33,23.06,177.83,18.98,261.38,1.86,65.02,2.24,0.16,0.65,3.15,30.78,96.68,16.75,1.0803,0.6093,13.903,13.417,27.423,29.344,21.576,20.382,40.286,32.683
AI-20,527.79,269.58,5.98,1.69,1.51,212.2,16.55,182.97,0,0,0,65,0.73,0.08,0.4,3.7,33.29,83.53,21.54,1.1372,0.6027,14.792,13.827,26.207,28.214,22.409,22.51,41.7,33.551
AI-21,543.53,267.83,6.52,1.57,1.41,244.24,30.57,213.56,18.83,276.99,1.43,58,0.97,0.06,0.3,13.43,41.9,120.66,28.25,1.1131,0.6113,16.08,15.491,27.659,29.357,20.663,21.802,42.425,34.088
AI-22,558.94,195.98,1.72,1.42,1.19,330.37,26.4,190.22,18.19,252.8,4.11,31.05,1.87,0.04,0.29,1.69,31.07,112.11,17.98,1.0797,0.6197,14.956,14.548,26.752,28.969,20.186,20.243,42.908,34.037
AI-23,560.31,279.6,2.11,0.87,0.76,314.22,16.33,158.28,18.37,277.56,0.5,53.65,3.17,0.05,0.19,18.83,20.12,92.53,11.29,1.1078,0.623,16.061,14.971,27.36,29.195,20.271,20.276,42.155,33.276
AI-24,587.06,266.23,1.56,1.15,0.99,293.66,19.41,187.78,18.2,287.64,0.83,37.49,1.77,0.03,0.32,13.82,22.17,95.54,12.96,1.141,0.6163,16.776,15.834,28.835,29.854,19.47,19.73,41.559,33.314
AI-25,573.04,294.15,3.07,1.18,0.95,275.19,15.55,187.75,17.79,267.82,2.69,45.18,1.58,0.28,0.25,15.39,19.42,92.44,10.46,1.1443,0.6129,16.557,15.2,27.431,28.398,19.507,19.789,42.883,33.489
AI-8,567.91,54.39,9,1.2,1.05,668.34,34.04,150.03,0,0,0,66.5,2.51,0.17,0.08,2.83,65.91,117.91,19.97,1.0586,0.6365,20.022,20.545,27.997,27.652,22.944,21.188,37.782,30.463
AJ-11,573.02,69.32,7.05,1.49,1.22,527.17,29.58,161.59,0,0,0,35.67,4.15,0.15,0.18,1.18,74.12,43.09,15.97,1.0849,0.635,20.069,20.292,26.597,26.91,22.281,19.717,39.596,30.687
AJ-12,551.01,98.36,9.79,1.5,1.35,435.51,24.22,110.63,0,0,0,44.29,2.26,0.33,0.33,2.46,51.04,82.72,14.91,1.087,0.6301,17.929,17.566,26.05,27.269,23.734,21.113,38.906,30.964
AJ-13,573.53,257.95,13.6,1.44,1.28,368.15,19.79,154.34,18.89,273.22,3.13,44.89,1.16,0.26,0.13,2.01,28.46,99.63,11.69,1.0674,0.6256,17.995,17.772,26.227,27.388,24.816,22.395,37.75,31.533
AJ-14,532.51,258.2,3.44,1.35,1.27,376.92,11.91,139.51,0,0,0,46.92,1.61,0.1,0.17,2.19,21.35,90.39,7.22,1.0862,0.6167,17.401,17.235,26.267,27.538,24.123,21.925,38.258,31.708
AJ-15,525.23,236.21,7.41,1.5,1.4,351.11,20.2,119.51,19.46,285.25,1.17,45.34,1.01,0.04,0.38,2.05,45.58,85.7,13.58,1.1053,0.6115,15.782,15.456,26.527,28.655,22.995,21.19,39.585,32.242
AJ-16,533.84,280.24,2.47,1.47,1.2,362.33,12.5,161,19.11,273.9,0.88,48.3,0.37,0.06,0.27,1.89,17.73,112.12,9.69,1.0948,0.6083,15.85,15.066,25.873,27.882,22.928,20.653,39.515,32.002
AJ-17,524.28,270.78,0.5,1.29,1.08,330.84,10.79,196.47,18.61,273.16,1.6,59.57,1.4,0.15,0.61,11.5,17.15,76.75,7.78,1.0806,0.6116,16.088,15.332,25.949,27.402,22.005,20.513,40.763,32.361
AJ-18,557.97,220.89,1.23,1.43,1.25,329.37,16.31,205.83,18.83,271.84,1.81,71.88,0.36,0.04,0.69,2.6,27.17,121.61,11.54,1.0904,0.6208,15.383,14.453,27.191,28.438,22.165,20.637,39.424,32.033
AJ-19,574.68,246.4,1.78,1.39,1.22,309.62,16.44,165.93,19.72,260.31,2.81,68.47,0.64,0.04,0.28,3.28,21.43,90.84,10.3,1.1135,0.6101,14.733,14.416,27.513,28.593,21.123,19.976,39.994,32.74
AJ-20,506.07,252.9,2.63,1.56,1.28,238.29,17.33,215.28,18.65,264.97,1.74,66.17,1.39,0.11,0.07,4.29,36.35,89.32,16.56,1.1199,0.6111,15.449,14.936,26.251,28.007,21.951,21.924,41.806,33.399
AJ-21,571.84,270.17,5.09,1.67,1.48,280.86,40.29,239.85,19.12,275.46,1.56,60.03,0.72,0.02,0.27,17.25,56.15,123.08,31.83,1.0891,0.6106,15.269,14.264,26.793,29.598,20.936,21.829,43.192,34.351
AJ-22,561.74,284.28,1.53,1.18,0.92,337.73,24.19,203.14,18.65,262.47,6.69,33.37,1.87,0.08,0.37,9.42,26.37,102.67,18.51,1.0752,0.624,15.107,14.325,26.145,28.237,21.031,20.848,42.403,33.723
AJ-23,614.93,303.66,1.91,0.97,0.83,311.15,18.34,184.9,18.25,250.67,1.42,61.91,2.35,0.03,0.26,14.99,21.54,87.57,12.66,1.0875,0.6213,15.074,14.386,27.395,29.205,18.371,18.505,43.571,34.002
AJ-24,544.57,276.12,1.39,0.92,0.77,307.3,18.33,226.19,17.38,286.8,0.76,41.29,1.67,0.06,0.33,16.37,26.73,108.81,12.46,1.1281,0.6108,16.209,15.228,29.026,29.89,19.895,19.802,40.754,32.899
AJ-25,521.13,266.42,1.51,1.09,0.9,300.24,11.5,190.78,17.55,276.75,4.85,48.19,0.97,0.16,0.24,18.64,18.76,85.48,7.22,1.1555,0.6058,16.313,14.853,28.795,29.905,19.718,19.948,41.521,33.284
AJ-26,556.15,274.87,2.7,1.33,0.95,267.74,9.89,174.88,18.18,274.24,3.02,65.14,1.16,0.27,0.6,4.06,13.22,95.57,6.88,1.1432,0.6055,16.236,14.685,30.144,30.283,19.383,20.052,40.759,33.571
AJ-28,551.52,282.97,1.99,1.28,0.97,272.25,14.89,219.26,17.48,299.91,1.59,38.73,3.07,0.13,0.54,13.62,21.61,94.26,9.23,1.1509,0.6091,16.341,15.192,27.777,29.68,22.127,24.669,42.285,34.401
AJ-8,537.42,110.45,8.17,1.38,1.24,564.78,21.22,137.23,0,0,0,64.65,2.24,0.13,0.4,2.67,56.72,64.6,11.4,1.1088,0.6445,19.426,19.825,27.592,28.225,23.532,21.199,37.569,30.808
AJ-9,586.35,181.13,5.36,1.47,1.34,549.52,34.24,112.54,17.81,245.34,3.26,52.85,2.79,0.12,0.35,9.96,69.69,113.28,24,1.0916,0.6416,19.385,19.723,27.278,27.75,21.99,20.457,39.832,31.622
AK-11,630.42,47.27,11.02,1.38,1.25,434.17,23.71,142.49,0,0,0,45.38,0.96,0.2,0.09,2.66,35.51,91.45,12.83,1.1002,0.639,17.489,16.86,25.676,26.958,22.886,19.731,39.793,30.632
AK-12,561.46,140.95,6.22,1.4,1.25,393.73,18.65,188.31,0,0,0,45.44,3.31,0.3,0.17,2.02,46.63,85.91,11.33,1.0585,0.6225,17.719,17.757,26.154,27.805,24.716,22.402,38.301,31.727
AK-13,536.12,175.74,5.03,1.44,1.32,354.33,20.36,196.76,17.68,282.36,0.78,46.15,1.19,0.05,0.15,2.25,33.75,126.19,15.39,1.0588,0.6106,16.12,15.805,26.752,28.576,23.32,21.564,39.062,32.29
AK-14,513.01,229.04,2.13,1.45,1.22,351.45,13,193.37,18.59,270.45,1.89,47.56,0.53,0.07,0.18,0.96,30.5,75.25,7.9,1.0767,0.6119,15.221,14.651,27.095,29.053,22.563,20.949,39.544,32.11
AK-15,499.28,175.22,4.87,1.48,1.32,313.91,29.83,164.89,17.23,267.97,2.28,46.06,0.73,0.15,0.22,1.98,38.51,115.02,21.34,1.0522,0.6126,13.892,13.092,26.487,28.406,21.465,20.169,40.854,32.583
AK-16,548.33,201.44,1.48,1.4,1.07,369.01,17.22,186.59,19.12,276.18,3.41,47.98,1.84,0.08,0.13,1.97,23.89,106.18,12.5,1.0776,0.6148,15.008,14.455,26.61,28.966,22.496,20.895,40.062,32.77
AK-17,545.7,95.62,0.11,1.18,0.82,350.21,14.68,198.04,0,0,0,68.03,1.3,0.02,0.66,8.31,20.42,99.53,9.8,1.0663,0.6253,14.752,14.439,27.7,29.292,22.428,21.261,39.29,32.624
AK-19,611.21,221.06,2.96,1.51,1.38,258.93,19.3,181.64,0,0,0,65.2,1.7,0.07,0.27,4.45,45.13,90.38,16.37,1.1129,0.61,14.975,14.72,26.428,28.415,21.2,21.046,42.063,33.375
AK-20,524.91,237.25,5.12,1.61,1.49,252.86,29.92,190.09,18.74,274.53,2.47,57.88,2.38,0.06,0.25,16.91,53.62,122.66,25.97,1.1182,0.6091,15.082,13.982,26.691,28.723,20.648,21.055,42.721,34.011
AK-21,590.38,266.46,1.08,1.55,1.32,353.23,26.61,183.37,19.21,270.94,1.72,31.5,1.34,0.01,0.18,2.02,29.95,113.95,19.73,1.0789,0.6162,15.134,13.934,26.066,28.461,21.597,21.467,42.223,34.074
AK-22,514.48,272.39,1.95,1.1,0.77,327.93,15.76,200.05,0,0,0,54.37,0.77,0.04,0.19,18.18,20.95,94.62,9.96,1.0888,0.6207,14.77,13.857,26.961,28.907,19.332,19.472,43.087,33.838
AK-23,523.28,274.98,2.26,1.1,0.94,332.98,16.67,192.38,17.39,262.99,5.34,34.6,1.22,0.07,0.31,8.2,18.66,103.8,13.04,1.1045,0.6187,15.905,15.009,27.774,29.629,18.529,19.094,43.41,33.996
AK-24,501.12,258.7,0.45,1.06,0.75,305.49,13.23,149.86,19.54,285.38,1.52,46.89,0.68,0.11,0.59,17.79,20.19,89.05,8.91,1.1458,0.6059,15.913,14.828,29.47,30.117,18.205,18.84,42.233,33.574
AK-25,549.3,291.36,1.69,1.17,1.03,278.11,14.44,188.07,18.99,282.91,2.08,60.98,1.08,0.28,0.21,13.39,21.04,91.98,9.92,1.1267,0.6065,15.904,14.485,30.045,30.636,18.631,19.307,41.43,33.576
AK-26,566.61,281.92,2.34,1.35,1.06,301.78,14.93,223.93,16.79,263.85,6.93,44.12,1.96,0.14,0.38,16.93,26.14,104.98,10.39,1.0969,0.6185,15.661,14.121,25.869,29,20.175,20.912,44.472,34.563
AK-27,592.74,263.63,1.93,0.92,0.69,286.74,10.43,171.29,18.31,283.15,2.83,63.85,4.32,0.29,0.61,14.37,13.95,96.86,7.41,1.1462,0.6093,16.663,15.397,28.213,29.586,18.943,21.079,43.916,34.678
AK-28,539.99,265.57,5.99,1.38,1.24,249.01,17.17,202.01,19.75,290.5,1.54,49.36,2.47,0.13,0.53,16.36,21.72,102.5,12.06,1.1431,0.6076,15.671,14.065,27.713,29.118,19.168,20.879,44.032,34.636
AK-29,560.96,282.89,4.4,1.3,1.18,272.28,13.72,166.54,21.95,276.38,2.59,41.17,1.07,0.12,0.55,14.65,19.91,124.65,9.43,1.1414,0.6042,16.898,14.657,29.147,31.259,23.761,25.791,39.444,33.479
AK-8,534.82,185.49,10.96,1.49,1.32,453.22,15.51,154.64,0,0,0,63.14,1.86,0.16,0.21,11.55,32.02,64.2,12.09,1.1279,0.6363,18.281,17.994,26.421,27.351,21.865,19.467,40.088,31.369
AK-9,647.67,108.22,5.15,1.45,1.11,577.91,34.79,177.05,0,0,0,44.25,0.72,0.03,0.2,1.4,80.68,146.48,17.95,1.0485,0.6316,19.275,19.609,26.602,28.087,24.77,22.447,38.239,31.145
AL-15,541.11,210.94,6.21,1.52,1.39,300.41,26.25,152.09,17.86,241.6,2.84,45.71,0.6,0.1,0.3,1.79,57.22,80.03,21.32,1.0894,0.6134,14.285,13.473,27.154,29.097,20.532,19.685,41.388,32.932
AL-16,551.24,156.94,1.03,1.47,1.19,298.41,22.29,141.85,18.8,262.14,1.44,46.92,1.15,0.07,0.17,1.83,52.93,112.16,17.52,1.0653,0.6134,14.33,13.915,27.622,29.808,20.61,20.222,41.434,33.413
AL-17,523.27,56.61,0.72,1.54,1.14,315.78,21.87,123.08,0,0,0,0,0.48,0.02,0.31,0,48.2,100.24,14.02,1.0597,0.6106,14.246,13.863,27.781,29.721,20.231,20.252,41.68,33.42
AL-18,573.49,99.22,4.81,1.36,1.19,303.3,22.64,148.04,0,0,0,0,1.52,0.05,0.24,0,46.92,92.22,16.39,1.0716,0.616,14.977,14.457,27.159,29.181,20.955,20.571,41.389,33.226
AL-19,523.08,137.21,3.46,1.57,1.24,279.27,25.36,153.49,20.25,270.98,1.41,64.13,1.31,0.11,0.62,2.94,43.16,93.33,20.94,1.0877,0.615,14.613,13.888,27.309,28.51,20.771,20.498,41.282,33.086
AL-20,569.18,235.9,0.42,1.41,1.2,292.86,41.99,239.97,19.8,293.65,0.88,52.48,1.45,0.05,0.14,17.61,53.77,102.08,26.43,1.0999,0.6153,14.427,13.716,27.415,29.352,19.042,19.675,43.578,33.869
AL-21,570.05,262.35,3.84,1.55,1.42,306.24,33.58,193.5,0,0,0,30.56,0.81,0.05,0.26,1.91,49.52,123.18,24.32,1.1041,0.617,15.018,13.915,27.14,28.899,19.827,19.982,42.651,33.774
AL-22,581.13,310.32,0.92,0.95,0.81,340.43,15.46,167.4,18.2,262.66,6.23,67.74,1.64,0.09,0.31,9.97,22.21,94.25,12.55,1.1037,0.6138,14.864,13.751,26.147,28.238,20.366,20.132,42.912,33.72
AL-23,563.6,292.14,1.16,1.06,0.75,313.47,14.55,168.11,17.29,286.52,0.54,34.61,1.13,0.06,0.32,9.82,18.26,90.98,9.61,1.1337,0.6134,15.49,14.542,27.694,29.414,16.739,17.311,45.068,34.178
AL-24,526.1,269.3,3.61,1.15,0.83,300.22,14.19,194.3,19.33,265.36,1.68,32.21,1.82,0.05,0.31,1.85,19.37,99.57,9.21,1.1536,0.6087,16.663,15.51,29.387,30.272,16.811,17.377,43.383,33.904
AL-25,546.21,284.36,2.55,1.22,1.08,304.56,17.68,222.31,20.2,263.06,2.21,32.56,2.66,0.23,0.41,1.98,21.04,101.76,13.99,1.1461,0.6139,15.357,14.444,28.858,30.246,17.044,18.069,44.091,34.558
AL-26,523.15,265.65,2.1,1.21,0.98,312.81,10.59,167.97,18.08,284.2,2.51,55.02,1.1,0.17,0.3,19.06,14.83,106.38,7.89,1.1266,0.6133,15.672,14.379,26.933,29.621,19.46,20.963,44.668,34.774
AL-27,593.05,306.53,2.35,1.14,1,296.87,10.5,152.01,19.96,285.18,1.45,71.22,1.29,0.13,0.75,2.4,12.88,94.58,7.38,1.1424,0.6091,15.909,14.583,27.753,29.335,18.325,19.78,44.421,34.597
AL-28,574.25,275.89,2.3,1.12,0.91,269.11,11.51,146.43,20.88,289.52,0.8,65.03,2.49,0.16,0.46,2.97,18.77,91.12,8.46,1.1424,0.6048,16.099,14.093,27.705,28.73,16.9,17.751,44.656,34.445
AL-29,568.33,296.94,8.09,1.39,1.23,245.5,16.93,172.78,20.81,273.78,2.09,57.54,1.23,0.1,0.35,11.93,21.24,117,12.41,1.1505,0.6106,16.496,14.628,28.326,29.975,20.921,22.875,42.217,34.314
AL-30,571.43,260.25,3.64,1.17,0.92,267.46,10.86,160.96,22.32,278.09,1.65,64.21,1.3,0.14,0.53,2.98,11.4,112.59,9.52,1.1568,0.6146,16.602,14.835,27.963,30.103,20.076,22.064,43.464,34.789
AL-7,649.74,132.38,6.14,1.34,1.09,650.43,26.75,106.54,0,0,0,64.5,1.83,0.09,0.18,0,71.21,75.44,18.66,1.0741,0.6404,19.868,19.82,27.079,27.023,22.022,20.533,39.605,30.872
AL-8,648.55,207.55,8.05,1.36,1.18,517.15,30.51,169.08,0,0,0,68.61,4,0.2,0.64,2.43,84.51,40.85,20.78,1.1098,0.6404,19.139,18.809,26.869,27.497,21.308,19.574,40.298,31.319
AL-9,693.35,183.05,6.31,1.45,1.26,454.64,26.61,157.07,0,0,0,48.17,1.14,0.06,0.35,10.59,52.01,130.02,16.61,1.0927,0.6288,17.192,16.699,25.858,27.006,22.928,20.07,39.638,30.769
AM-13,541.41,199.42,2.46,1.43,1.22,311.6,30.09,179.16,18.26,273.58,1.46,45.11,0.63,0.1,0.29,1.55,53.8,80.96,16.84,1.0603,0.6137,14.254,14.018,27.472,29.36,21.711,20.637,40.057,32.618
AM-14,529.88,209.95,4.66,1.46,1.33,263,26.56,196.33,18.13,263.42,2.14,47.12,1.52,0.04,0.31,2.22,54.05,102.81,26.53,1.0866,0.6111,16.178,15.505,27.236,28.869,20.835,21.305,41.923,33.732
AM-15,562.96,260.04,4.49,1.49,1.38,247.65,18.97,184.41,18.37,276.43,2.13,47.27,0.95,0.06,0.32,2.57,45.87,89.01,19.41,1.094,0.6149,15.461,14.531,27.83,29.111,20.561,20.883,41.405,33.484
AM-16,521.02,262.96,6.08,1.5,1.42,240.73,19.61,213.34,0,0,0,45.9,0.57,0.06,0.34,2.08,29.61,106.03,15.67,1.1263,0.6097,14.497,13.259,27.384,28.046,19.378,19.742,42.538,33.689
AM-17,526.22,208.06,10.37,1.52,1.36,241.65,16.22,219.4,19.61,278.15,1.58,46.92,1.03,0.07,0.29,1.18,32.8,85.93,13.48,1.0981,0.6081,14.902,13.825,26.874,28.289,19.417,19.566,42.956,33.569
AM-18,517.03,193.64,11.28,1.62,1.41,252.48,20.7,193.57,20.96,259.54,2.48,36.86,1.01,0.12,0.06,13.66,43.28,102.34,16.06,1.1224,0.6061,15.261,13.898,27.488,28.628,21.486,21.435,40.702,33.043
AM-19,528.27,212.2,3.88,1.46,1.35,287.4,32.71,189.91,20.03,275.25,2.41,51.57,1.99,0.03,0.04,18.13,61.4,125.4,25.75,1.113,0.6107,14.557,13.536,27.024,28.578,20.126,20.512,42.664,33.694
AM-2,664.5,24.45,8.36,1.34,1.21,687.07,24.74,86.3,0,0,0,65.5,1.55,0.19,0.08,1.41,63.94,89.62,15.69,1.0787,0.6428,19.736,20.244,27.109,26.368,19.942,17.982,40.48,30.58
AM-20,566.59,221.95,1.18,1.45,1.33,347.03,30.59,194.53,19.48,284.4,2.77,33.19,1.68,0.13,0.3,2.28,32.07,113.42,25.41,1.0845,0.6132,14.322,13.511,27.466,29.352,20.133,20.135,41.94,33.518
AM-21,539.42,286.73,0.88,1.4,0.87,349.77,15.09,207.46,19.56,279.41,3.33,49.84,1.37,0.04,0.41,19.71,18.89,101.09,10.27,1.1003,0.613,14.98,13.714,26.324,28.82,19.908,19.844,43.431,33.747
AM-22,551.5,268.31,0.78,0.8,0.74,333.31,12.75,197.29,19.43,271.91,3.42,52.33,1.4,0.08,0.52,19.7,19.36,97.97,8.81,1.1222,0.611,15.679,14.595,26.771,28.765,19.431,20.021,44.03,34.117
AM-23,485.6,245.33,1.47,1.17,0.82,324.5,12.76,169.52,20,277.72,3.3,39.13,0.43,0.1,0.18,13.15,16.14,105.4,8.41,1.161,0.6169,15.655,14.756,28.339,29.744,17.433,18.745,44.431,34.324
AM-24,554.3,266.47,1.39,1.34,1.21,313.91,13.89,147.13,19.43,285.16,1.82,50.73,1.05,0.06,0.1,17.38,19.85,87.75,10.91,1.1463,0.6176,15.459,14.665,28.932,29.91,15.87,16.636,44.479,34.447
AM-25,560.33,279.77,2.45,1.08,0.91,296.65,11.49,136.43,18.9,282.94,2.36,62.82,2.16,0.25,0.39,13.42,18.37,89.39,10,1.1544,0.6139,15.318,14.533,28.247,29.522,15.956,16.975,45.328,34.749
AM-26,534,272.11,5.14,1.32,1.15,277.23,14.5,129.27,17.41,269.69,4.07,64.24,2.03,0.1,0.71,2.69,18.62,94.46,9.51,1.1408,0.6055,15.539,13.984,28.297,29.538,18.101,19.281,43.924,34.352
AM-27,582.69,305.86,2.74,1.33,1.1,266.95,12.78,141.73,21.34,282.92,1.76,64.3,2,0.06,0.6,1.93,16.77,97.94,9.64,1.1418,0.6033,16.296,14.287,27.83,29.511,18.075,19.321,44.493,34.51
AM-28,579.78,291.79,3.62,1.13,0.98,235.1,12.02,188.32,21.41,275.57,1.58,64.78,1.25,0.03,0.29,2.38,15.2,112.37,9.71,1.1572,0.615,16,14.02,27.908,29.754,19.885,21.956,43.721,34.976
AM-29,575,287.52,2.94,0.83,0.75,253.12,9.47,187.91,21.64,274.59,1.23,65.17,1.01,0.04,0.19,1.95,10.15,116.63,6.75,1.1521,0.6184,16.069,14.576,28.771,30.783,20.508,23.265,42.898,35.078
AM-30,587.16,231.1,1.69,0.81,0.68,261.43,6.12,181.99,22.61,273.1,1.22,66.96,0.94,0.05,0.12,2.14,5.57,118.68,4.43,1.152,0.6224,16.986,15.503,29.542,30.852,20.414,22.813,41.695,34.365
AM-6,558.71,55.9,2.18,1.48,1.05,617.59,27.39,135.67,0,0,0,66.21,2.06,0.07,0.17,2.19,58.9,77.04,17.17,1.0737,0.6401,19.44,19.287,27.825,27.639,22.772,20.924,38.258,30.526
AM-7,588.92,292.61,4.11,1.51,1.34,469.39,19.42,133.04,16.96,243.07,5.91,69.28,2.65,0.28,0.57,3.03,54.04,59.65,17.44,1.1194,0.6338,18.354,17.537,27.065,28.789,21.488,19.88,40.105,31.766
AM-8,578.14,313.71,3.39,1.41,1.2,382.59,13.84,140.15,17.19,244.32,1.57,65.07,3.98,0.08,0.2,11.5,19.17,87.51,12.06,1.1187,0.6196,15.314,14.466,26.215,27.762,23.316,21.114,39.492,31.933
AM-9,660.9,194.94,4.4,1.38,1.14,399.28,27.78,115.13,19.34,251.59,0.15,45.82,1.59,0.07,0.43,2.19,37.87,101.66,17.23,1.0504,0.6156,15.052,14.963,26.933,28.638,23.586,21.301,38.546,31.431
AN-10,535.48,114.91,4.3,1.41,1.28,367.36,24.97,159.79,0,0,0,45.9,1.01,0.31,0.2,2.27,44.66,109.33,14.91,1.0722,0.6126,14.644,14.456,26.725,28.748,23.09,21.509,39.637,32.175
AN-11,545.95,176.3,4.2,1.46,1.37,378.29,25.64,145.16,0,0,0,44.27,0.53,0.16,0.24,1.78,38.76,118.81,15.3,1.0587,0.6153,15.001,14.556,26.057,27.934,22.667,20.663,40.488,31.921
AN-12,604.33,71.3,0.02,1,0.49,409.02,16.51,136.92,0,0,0,47.47,1.31,0.08,0.08,2.21,31.41,91.24,11.35,1.0388,0.6147,15.601,14.782,26.698,28.609,22.728,20.565,39.81,31.708
AN-13,516.89,110.23,1,1.33,0.98,349.28,31.75,141.36,0,0,0,45.02,1.17,0.04,0.11,2.19,58.55,80.08,19.2,1.0465,0.6161,14.705,14.27,26.958,28.962,21.917,20.747,40.569,32.533
AN-14,571.99,214.46,3.76,1.47,1.31,284.51,25.84,201.28,0,0,0,46.99,0.33,0.02,0.09,2.34,65.83,122.43,25.12,1.0828,0.6114,16.687,16.279,27.411,29.026,20.423,20.565,41.897,33.399
